latitude,longitude,Wi-Fi RSSI,RSSI,SNR,packet_num
40.2458848,-111.6399616,nan
40.2458848,-111.6399616,nan
40.245888,-111.6399616,nan
40.245888,-111.6399616,nan
40.245888,-111.6399616,nan
40.245888,-111.6399616,nan
40.2458848,-111.6399744,nan
40.2458816,-111.6399616,nan
40.2458816,-111.6399616,-79,-72
40.2458816,-111.6399744,-79,-72
40.2458784,-111.6399744,nan
40.2458784,-111.6399744,nan
40.2458784,-111.6399744,nan
40.2458816,-111.6399616,nan
40.2458816,-111.6399616,nan
40.2458848,-111.6399744,nan
40.2458848,-111.6399744,nan
40.2458848,-111.6399616,nan
40.2458848,-111.6399616,-73,nan
40.2458848,-111.6399616,nan,-74
40.2458848,-111.6399744,nan
40.2458848,-111.6399744,nan
40.2458784,-111.6399744,nan
40.2458784,-111.6399744,nan
40.2458784,-111.6399744,nan
40.2458752,-111.6399744,nan
40.245872,-111.6399744,nan
40.2458752,-111.6399744,nan
40.2458752,-111.6399744,nan,-73
40.2458752,-111.6399744,-87,-76
40.2458752,-111.6399744,-68,-76
40.2458816,-111.6399744,nan
40.2458816,-111.6399744,nan,-67
40.2458816,-111.6399616,-78,nan
40.2458816,-111.6399616,nan
40.2458816,-111.6399616,nan
40.2458816,-111.6399616,nan
40.2458816,-111.6399616,nan
40.2458816,-111.6399616,nan
40.2458976,-111.6399488,nan
40.2459104,-111.6399488,nan
40.2459104,-111.6399488,nan
40.2459776,-111.6399616,-56,nan
40.2459776,-111.6399616
40.2460256,-111.6399872,nan
40.2460352,-111.64,nan
40.2460416,-111.640051,nan
40.2460416,-111.6400896,nan
40.2460416,-111.6400896,nan
40.2460416,-111.6400896,nan
40.2460288,-111.6402048,nan
40.246016,-111.6402304,nan
40.246,-111.6402304,-48,-48
40.2459968,-111.6402048,-48,nan
40.2459968,-111.6402048,nan
40.2459968,-111.6401536,nan
40.2459808,-111.6400256,nan
40.2459808,-111.6400256,nan
40.2459808,-111.6400256,nan
40.2459808,-111.6400256,nan
40.2459808,-111.6400256,-40,-43
40.2459808,-111.6400256,-46,-40
40.245968,-111.6398464,-45,-40
40.245968,-111.6398464,nan
40.245968,-111.6398464,-68,-46
40.245968,-111.6398464,nan
40.245968,-111.6398464,nan
40.245968,-111.6398464,nan
40.245968,-111.6398464,nan
40.245968,-111.6398464,nan
40.245968,-111.6398464,nan
40.245968,-111.6398464,nan
40.2459008,-111.639936,nan
40.2459008,-111.639936,-40,-40
40.2459008,-111.639936,nan
40.2459008,-111.639936,-68,-58
40.245872,-111.640128,-68,-58
40.245872,-111.6401536,nan
40.2458688,-111.6401664,nan
40.2458464,-111.640192,nan
40.2458336,-111.640192,nan
40.2458336,-111.640192,nan
40.2458048,-111.6401408,nan
40.2458048,-111.6401408,nan
40.2457984,-111.6400768,nan
40.2458016,-111.6400384,nan
40.245824,-111.64,nan
40.24584,-111.6399872,nan
40.24584,-111.6399872,nan
40.24584,-111.6399872,nan
40.2459008,-111.6399616,nan
40.2459232,-111.6399616,nan
40.2459776,-111.6399488,nan
40.246,-111.6399488,nan
40.246,-111.6399488,nan
40.246,-111.6399488,nan
40.2460448,-111.6399104,-57,-55
40.2460448,-111.6399104,nan
40.2460352,-111.6398464,nan
40.246032,-111.6398336,nan
40.246032,-111.6398336,nan
40.246032,-111.6398336,nan
40.2460032,-111.6398208,nan
40.2459936,-111.6398208,nan
40.2459872,-111.6398336,nan
40.245984,-111.6398464,nan
40.245984,-111.6398848,nan
40.2459904,-111.6399488,nan
40.2459904,-111.6399744,nan
40.2459904,-111.6399744,nan
40.2459904,-111.6399744,nan
40.2459936,-111.640064,nan
40.2459936,-111.6401024,nan
40.2459968,-111.6401664,nan
40.2460064,-111.6401664,nan
40.2460064,-111.6401664,nan
40.2460224,-111.6401536,nan
40.2460384,-111.6401408,-57,-60
40.2460384,-111.6401408,nan
40.2460384,-111.6401408,nan
40.24608,-111.6401024,-59,-60
40.24608,-111.6400768,nan
40.24608,-111.6400128,nan
40.2460768,-111.6399872,nan
40.2460768,-111.6399872,nan
40.2460672,-111.6399232,nan
40.2460672,-111.6398976,nan
40.2460672,-111.6398976,nan
40.2460672,-111.6398976,nan
40.2460608,-111.6398208,nan
40.2460576,-111.639808,nan
40.2460416,-111.6397952,nan
40.246032,-111.6397952,nan
40.246032,-111.6397952,nan
40.246,-111.6397952,nan
40.2459808,-111.6397824,nan
40.2459808,-111.6397824,nan
40.2459808,-111.6397824,nan
40.2459264,-111.6397696,nan
40.2459168,-111.6397824,nan
40.2459168,-111.6397824,nan
40.2459168,-111.6397824,nan
40.245904,-111.6398464,nan
40.245904,-111.6398848,-40,-42
40.2459072,-111.6399872,-40,-41
40.2459104,-111.6400256,nan
40.2459232,-111.6401024,nan
40.2459232,-111.6401024,nan
40.2459232,-111.6401408,nan
40.2459232,-111.6401664,nan
40.2459424,-111.6402176,nan
40.2459584,-111.6402176,-49,-47
40.2459584,-111.6402176,nan
40.2459584,-111.6402176,nan
40.2460224,-111.6402176,nan
40.2460384,-111.6402048,nan
40.2460576,-111.6402304,nan
40.246064,-111.640256,nan
40.246064,-111.640256,nan
40.2460352,-111.6402816,nan
40.2460192,-111.6402816,-48,-50
40.2460192,-111.6402816,nan
40.2460192,-111.6402816,nan
40.2459232,-111.6402944,nan
40.245872,-111.6402688,-50,-49
40.2458048,-111.6402432,nan
40.2457824,-111.6402304,nan
40.2457824,-111.6402304,nan
40.24576,-111.6402048,nan
40.2457632,-111.6401024,nan
40.2457632,-111.6401024,nan
40.2457632,-111.6401024,nan
40.2458432,-111.6400128,nan
40.2458656,-111.64,nan
40.2458656,-111.64,nan
40.2458816,-111.6399872,nan
40.2459104,-111.6399744,nan
40.2459104,-111.6399744,nan
40.2459232,-111.6399232,nan
40.2459232,-111.6399232,nan
40.2459232,-111.6399232,nan
40.2459232,-111.6399232,nan
40.2459264,-111.6398592,-43,-48
40.2459264,-111.6398592,-44,-48
40.2459264,-111.6398592,nan
40.2459264,-111.6398592,nan
40.2459264,-111.6398592,nan
40.2459264,-111.6398592,nan
40.2459264,-111.6398592,nan
40.2459264,-111.6398592,nan
40.2459264,-111.6398592,nan
40.2459264,-111.6398592,nan
40.2459264,-111.6398592,nan
40.2459552,-111.6400512,nan
40.2459552,-111.6400512,nan
40.2459552,-111.6400512,nan
40.24592,-111.6401408,nan
40.2459008,-111.6401536,nan
40.245824,-111.6401792,nan
40.2457824,-111.6401792,nan
40.2457824,-111.6401792,nan
40.2456672,-111.6402048,nan
40.2456672,-111.6402048,nan
40.2456672,-111.6402048,nan
40.2456672,-111.6402048,nan
40.2455968,-111.640192,-68,nan
40.2455968,-111.640192,-49,-49
40.2455968,-111.640192,-49,-49
40.2455968,-111.640192,nan
40.245536,-111.6399744,-71,-75
40.245536,-111.6399744,-48,-52
40.245536,-111.6399744,-48,-50
40.245536,-111.6399744,nan
40.245536,-111.6399744,-73,-71
40.245536,-111.6399744,nan
40.245536,-111.6399744,nan
40.245536,-111.6399744,-74,-70
40.245536,-111.6399744,nan
40.245536,-111.6399744,nan
40.245536,-111.6399744,nan
40.245536,-111.6399744,nan
40.245536,-111.6399744,nan
40.245536,-111.6399744,nan
40.245536,-111.6399744,nan
40.2458112,-111.6400512,nan
40.2458336,-111.6400384,nan
40.2458336,-111.6400384,nan
40.2458592,-111.64,nan
40.2458688,-111.639974,nan4
40.2458816,-111.6399488,nan
40.2458912,-111.6399232,nan
40.2458912,-111.6399232,nan
40.2459072,-111.6398976,nan
40.2459232,-111.6398848,nan
40.2459296,-111.6398592,-75,-58
40.2459424,-111.6398592,-76,-59
40.2459424,-111.6398592,-78,-59
40.2459872,-111.6398464,nan
40.2459872,-111.6398464,nan
40.2459872,-111.6398464,nan
40.2459872,-111.6398464,nan
40.246,-111.6398464,-54,-44
40.246,-111.6398464,nan
40.246,-111.6398464,nan
40.246,-111.6398464,nan
40.246,-111.6398464,nan
40.246,-111.6398464,nan
40.246,-111.6398464,nan
40.246,-111.6398464,nan
40.246,-111.6398464,nan
40.246,-111.6398464,nan
40.246,-111.6399488,nan
40.246,-111.6399488,nan
40.246,-111.6399488,nan
40.246,-111.6399488,nan
40.246,-111.6399488,nan
40.2460064,-111.6399616,-52,-50
40.2460064,-111.6399616,-52,-50
40.2460064,-111.6399616,nan
40.2460064,-111.6399616,nan
40.2460064,-111.6399616,nan
40.246,-111.6400128,-66,nan
40.246,-111.6400128,nan
40.246,-111.6400128,nan
40.246,-111.6400128,nan
40.2459648,-111.6401024,nan
40.2459648,-111.6401024,nan
40.2459648,-111.6401024,nan
40.2459648,-111.6401024,nan
40.2459648,-111.6401024,nan
40.2459648,-111.6401024,nan
40.2459648,-111.6401024,nan
40.2458656,-111.6400768-52,-52
40.2458656,-111.6400768,-52,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,-50,-55
40.2458656,-111.6400768,-52,-55
40.2458656,-111.6400768,-79,-75
40.2458656,-111.6400768,-53,-46
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2458656,-111.6400768,nan
40.2456736,-111.6401408,-49,-44
40.2456736,-111.6401408,-49,-44
40.2456736,-111.6401408,nan
40.2456736,-111.6401408,nan
40.2456992,-111.640128,nan
40.2456992,-111.640128,nan
40.2456992,-111.640128,nan
40.2456992,-111.640128,nan
40.2456992,-111.640128,nan
40.245824,-111.640064,nan
40.245824,-111.640064,nan
40.245824,-111.640064,nan
40.245824,-111.640064,nan
40.245824,-111.640064,nan
40.2459648,-111.6400384,nan
40.2459648,-111.6400384,nan
40.2459648,-111.6400384,nan
40.2459648,-111.6400384,nan
40.2459648,-111.6400384,nan
40.2459648,-111.6400384,nan
40.2459872,-111.6400896,nan
40.2459552,-111.6401024,nan
40.2459008,-111.640128,nan
40.2458752,-111.6401408,-52,-48
40.2458752,-111.6401408,-52,-48
40.2458752,-111.6401408,nan
40.2458752,-111.6401408,nan
40.2458752,-111.6401408,nan
40.2457504,-111.6401536,nan
40.2457504,-111.6401536,nan
40.2457504,-111.6401536,nan
40.2457504,-111.6401536,nan
40.2457632,-111.6401408,nan
40.2457632,-111.6401408,nan
40.2457632,-111.6401408,nan
40.2457632,-111.6401408,nan
40.2457632,-111.6401408,nan
40.2457632,-111.6401408,nan
40.2459488,-111.6400768,nan
40.2459552,-111.6400384,nan
40.2459616,-111.6399488,nan
40.2459616,-111.6399104,nan
40.2459616,-111.6399104,nan
40.2459616,-111.6399104,nan
40.2459968,-111.6398336,nan
40.2460096,-111.6398208,nan
40.2460256,-111.6398592,nan
40.2460288,-111.639872,-53,-44
40.2460288,-111.639872,-53,-44
40.2460352,-111.6399232,nan
40.2460352,-111.6399616,-53,-45
40.2460352,-111.6399616,nan
40.2460352,-111.6399616,nan
40.2459776,-111.6400256,nan
40.2459552,-111.6400384,nan
40.2459552,-111.6400384,nan
40.2459264,-111.6400768,nan
40.2459232,-111.6400896,nan
40.2459264,-111.6401024,nan
40.2459264,-111.6401024,nan
40.2459488,-111.6401024,nan
40.2459584,-111.6400896,nan
40.2459776,-111.6400384,nan
40.245984,-111.64,nan
40.245984,-111.64,nan
40.2459936,-111.63987,nan2
40.2459936,-111.639872,nan
40.2459936,-111.639872,nan
40.2459936,-111.639872,nan
40.2460128,-111.639808,-56,-48
40.2460128,-111.639808,-57,-48
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,-54,-45
40.2460128,-111.639808,-54,-45
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,nan
40.2460128,-111.639808,-54,-46
40.2460128,-111.639808,-68,-61
40.2460128,-111.639808,-78,-71
40.2460128,-111.639808,-65,-54
40.2458304,-111.6400128,nan
40.2458304,-111.6400128,nan
40.2458304,-111.6400128,nan
40.2458304,-111.6400128,nan
40.2458304,-111.6400128,nan
40.245888,-111.6399488,nan
40.245888,-111.6399488,nan
40.245888,-111.6399488,nan
40.245888,-111.6399488,nan
40.245888,-111.6399488,nan
40.2459072,-111.6397952,-48,-45
40.2459072,-111.6397952,-49,-45
40.2459072,-111.6397952,nan
40.2459072,-111.6397952,nan
40.2459072,-111.6397952,nan
40.2459456,-111.6398208,nan
40.2459456,-111.6398208,nan
40.2459488,-111.6398464,nan
40.2459488,-111.6398464,nan
40.2459488,-111.6398464,nan
40.2459488,-111.6398464,nan
40.2459648,-111.6399488,nan
40.2459616,-111.639936,nan
40.2459616,-111.639936,nan
40.2459552,-111.6399232,nan
40.2459552,-111.6399232,nan
40.2459552,-111.6399232,nan
40.245952,-111.6399232,nan
40.245952,-111.6399232,nan
40.2459488,-111.6399104,nan
40.2459488,-111.6399104,nan
40.2459488,-111.6399104,nan
40.2459456,-111.6399104,nan
40.2459456,-111.6399104,nan
40.2459456,-111.6399104,nan
40.2459424,-111.6398848,-45,-54
40.245936,-111.639872,nan
40.245936,-111.6398592,nan
40.245936,-111.6398592,nan
40.2459328,-111.6398464,nan
40.245936,-111.6398464,nan
40.245936,-111.6398464
40.245936,-111.6398464
40.2459328,-111.6398336
40.2459296,-111.6398336
40.2459232,-111.6398336,-46,-50
40.2459232,-111.6398336,-46,-49
40.2459264,-111.6398336,-57,-50
40.2459264,-111.6398336,-57,-49
40.2459264,-111.6398336,-46,-49
40.2459296,-111.6398336,-62,-52
40.2459296,-111.6398336
40.2459296,-111.6398336
40.2459296,-111.6398464,-44,-51
40.2459296,-111.6398464,-57,-48
40.2459296,-111.6398464
40.2459296,-111.6398336,-58,-48
40.2459296,-111.6398336
40.245936,-111.6398336
40.245936,-111.6398336
40.2459392,-111.6398464
40.245936,-111.6398336
40.245936,-111.6398336
40.2459328,-111.6398336
40.2459328,-111.6398336
40.2459328,-111.6398336
40.2459328,-111.6398336
40.2459296,-111.6398336
40.2459264,-111.6398336
40.2459264,-111.6398336
40.2459168,-111.6398208
40.2459168,-111.6398336
40.2459168,-111.6398336
40.2459168,-111.6398208,-64,-53
40.2459168,-111.6398208
40.2459168,-111.6398208
40.2459168,-111.6398208,-41,-42
40.2459168,-111.6398208,-43,-40
40.2459168,-111.6398208,-42,-40
40.2459136,-111.6397952,-71,-68
40.2459136,-111.6397952,-70,-68
40.2459136,-111.6397952,-60,-61
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
40.2459136,-111.6397952
