State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-02,Degrees Fahrenheit,None,24,100,41.375,57,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-03,Degrees Fahrenheit,None,24,100,45.833333,62,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-04,Degrees Fahrenheit,None,24,100,44.5,51,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-05,Degrees Fahrenheit,None,24,100,43.958333,58,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-06,Degrees Fahrenheit,None,24,100,51,66,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-07,Degrees Fahrenheit,None,24,100,49.75,64,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-08,Degrees Fahrenheit,None,24,100,55.5,66,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-09,Degrees Fahrenheit,None,24,100,42.666667,55,0,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-10,Degrees Fahrenheit,None,24,100,37.708333,46,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-11,Degrees Fahrenheit,None,24,100,35.208333,42,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-12,Degrees Fahrenheit,None,24,100,38.375,50,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-13,Degrees Fahrenheit,None,24,100,34.791667,40,0,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-14,Degrees Fahrenheit,None,24,100,41.75,54,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-15,Degrees Fahrenheit,None,24,100,46.666667,59,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-16,Degrees Fahrenheit,None,24,100,43.375,53,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-17,Degrees Fahrenheit,None,24,100,44.416667,54,13,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-18,Degrees Fahrenheit,None,24,100,50.083333,61,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-19,Degrees Fahrenheit,None,24,100,55.166667,67,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-20,Degrees Fahrenheit,None,24,100,45.458333,58,0,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-21,Degrees Fahrenheit,None,24,100,35.708333,41,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-22,Degrees Fahrenheit,None,24,100,34.5,43,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-23,Degrees Fahrenheit,None,24,100,37.708333,46,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-24,Degrees Fahrenheit,None,24,100,38.75,48,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-25,Degrees Fahrenheit,None,24,100,37.291667,44,11,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-26,Degrees Fahrenheit,None,24,100,38.875,45,13,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-27,Degrees Fahrenheit,None,24,100,42.666667,53,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-28,Degrees Fahrenheit,None,24,100,49.416667,64,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-29,Degrees Fahrenheit,None,24,100,45.791667,54,0,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-30,Degrees Fahrenheit,None,24,100,33.458333,41,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,4001,62101,1,40.2518,-111.6494,WGS84,Outdoor Temperature,1 HOUR,,2021-03-31,Degrees Fahrenheit,None,24,100,39.666667,53,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Lindon,"30 NORTH MAIN STREET, LINDON, UTAH",Utah,Utah,Lindon,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-01,Degrees Fahrenheit,None,24,100,29.666667,33,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-02,Degrees Fahrenheit,None,24,100,29.958333,41,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-03,Degrees Fahrenheit,None,24,100,27.958333,34,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-04,Degrees Fahrenheit,None,24,100,30.125,44,22,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-05,Degrees Fahrenheit,None,24,100,37.458333,43,0,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-06,Degrees Fahrenheit,None,24,100,30,42,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-07,Degrees Fahrenheit,None,24,100,33.541667,46,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-08,Degrees Fahrenheit,None,24,100,32.5,45,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-09,Degrees Fahrenheit,None,24,100,30.375,39,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-10,Degrees Fahrenheit,None,24,100,30.208333,42,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-11,Degrees Fahrenheit,None,24,100,24.958333,38,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-12,Degrees Fahrenheit,None,24,100,27.916667,44,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-13,Degrees Fahrenheit,None,24,100,36.458333,54,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-14,Degrees Fahrenheit,None,24,100,35.541667,45,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-15,Degrees Fahrenheit,None,24,100,32.083333,49,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-16,Degrees Fahrenheit,None,24,100,37.25,48,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-17,Degrees Fahrenheit,None,24,100,33.958333,50,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-18,Degrees Fahrenheit,None,24,100,33.25,39,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-19,Degrees Fahrenheit,None,24,100,36.041667,45,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-20,Degrees Fahrenheit,None,24,100,34.375,53,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-21,Degrees Fahrenheit,None,24,100,38.041667,53,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-22,Degrees Fahrenheit,None,24,100,40.166667,49,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-23,Degrees Fahrenheit,None,24,100,36.125,38,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-24,Degrees Fahrenheit,None,24,100,31.5,38,13,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-25,Degrees Fahrenheit,None,24,100,33.25,40,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-26,Degrees Fahrenheit,None,24,100,32,36,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-27,Degrees Fahrenheit,None,24,100,30.625,35,18,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-28,Degrees Fahrenheit,None,24,100,41.416667,52,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-29,Degrees Fahrenheit,None,24,100,41.791667,49,12,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-30,Degrees Fahrenheit,None,24,100,35.416667,43,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
