State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-01-31,Degrees Fahrenheit,None,24,100,34.25,48,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-01,Degrees Fahrenheit,None,24,100,39.833333,49,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-02,Degrees Fahrenheit,None,24,100,50.083333,61,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-03,Degrees Fahrenheit,None,24,100,42.5,53,3,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-04,Degrees Fahrenheit,None,24,100,32,37,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-05,Degrees Fahrenheit,None,24,100,33.583333,39,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-06,Degrees Fahrenheit,None,24,100,39.541667,49,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-07,Degrees Fahrenheit,None,24,100,43.458333,56,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-08,Degrees Fahrenheit,None,24,100,46.208333,57,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-09,Degrees Fahrenheit,None,24,100,39.291667,45,10,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2517,-111.6499,WGS84,Outdoor Temperature,1 HOUR,,2021-02-10,Degrees Fahrenheit,None,24,100,43,56,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2518,-111.6493,WGS84,Outdoor Temperature,1 HOUR,,2021-02-11,Degrees Fahrenheit,None,24,100,45,52,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-12,Degrees Fahrenheit,None,24,100,42.708333,47,0,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-13,Degrees Fahrenheit,None,24,100,35.75,40,0,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2518,-111.6493,WGS84,Outdoor Temperature,1 HOUR,,2021-02-14,Degrees Fahrenheit,None,24,100,29.75,33,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-15,Degrees Fahrenheit,None,24,100,29.541667,32,13,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-16,Degrees Fahrenheit,None,24,100,32.166667,35,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-17,Degrees Fahrenheit,None,24,100,29.708333,34,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-18,Degrees Fahrenheit,None,24,100,28.375,37,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-19,Degrees Fahrenheit,None,24,100,37,48,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-20,Degrees Fahrenheit,None,24,100,38.333333,42,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-21,Degrees Fahrenheit,None,24,100,32.875,40,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6500,WGS84,Outdoor Temperature,1 HOUR,,2021-02-22,Degrees Fahrenheit,None,24,100,36.333333,52,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6501,WGS84,Outdoor Temperature,1 HOUR,,2021-02-23,Degrees Fahrenheit,None,24,100,37.708333,46,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6496,WGS84,Outdoor Temperature,1 HOUR,,2021-02-24,Degrees Fahrenheit,None,24,100,31.208333,37,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6497,WGS84,Outdoor Temperature,1 HOUR,,2021-02-25,Degrees Fahrenheit,None,24,100,30.333333,40,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6498,WGS84,Outdoor Temperature,1 HOUR,,2021-02-26,Degrees Fahrenheit,None,24,100,34.916667,45,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2521,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-27,Degrees Fahrenheit,None,24,100,27.833333,32,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2519,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-02-28,Degrees Fahrenheit,None,24,100,27,37,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-01,Degrees Fahrenheit,None,24,100,33.666667,50,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.253,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-02,Degrees Fahrenheit,None,24,100,43.75,58,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-03,Degrees Fahrenheit,None,24,100,49.125,64,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-04,Degrees Fahrenheit,None,24,100,45.458333,54,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-05,Degrees Fahrenheit,None,24,100,46.625,62,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-06,Degrees Fahrenheit,None,24,100,54.5,68,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-07,Degrees Fahrenheit,None,24,100,49.333333,65,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-08,Degrees Fahrenheit,None,24,100,58,69,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-09,Degrees Fahrenheit,None,24,100,43.041667,57,0,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-10,Degrees Fahrenheit,None,24,100,37.041667,48,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-11,Degrees Fahrenheit,None,24,100,35.375,44,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-12,Degrees Fahrenheit,None,24,100,39.166667,49,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-13,Degrees Fahrenheit,None,24,100,33.958333,38,0,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-14,Degrees Fahrenheit,None,24,100,42.583333,56,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-15,Degrees Fahrenheit,None,24,100,47.208333,60,13,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-16,Degrees Fahrenheit,None,24,100,43.708333,53,13,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-17,Degrees Fahrenheit,None,24,100,46.791667,60,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-18,Degrees Fahrenheit,None,23,96,53.478261,67,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-19,Degrees Fahrenheit,None,24,100,57.166667,69,14,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-20,Degrees Fahrenheit,None,24,100,44.541667,56,0,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-21,Degrees Fahrenheit,None,24,100,34.916667,40,13,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-22,Degrees Fahrenheit,None,24,100,35.375,45,13,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-23,Degrees Fahrenheit,None,24,100,38.583333,45,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-24,Degrees Fahrenheit,None,24,100,39.75,49,15,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-25,Degrees Fahrenheit,None,24,100,38.666667,46,11,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-26,Degrees Fahrenheit,None,24,100,39.25,46,18,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-27,Degrees Fahrenheit,None,24,100,43,54,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-28,Degrees Fahrenheit,None,24,100,50.833333,67,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2520,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-29,Degrees Fahrenheit,None,24,100,45.333333,57,9,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2523,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-30,Degrees Fahrenheit,None,24,100,34.875,43,16,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21
49,49,5010,62101,1,40.2529,-111.6495,WGS84,Outdoor Temperature,1 HOUR,,2021-03-31,Degrees Fahrenheit,None,24,100,40.583333,57,17,,40,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",2021-04-21